vehicleid,status,make,model,modelyear,color,fuel,wheelchairaccessible,operator,zipcode,affiliation,medallion
2757,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,SETARE INC.,60618,Top Cab Association,Top Cab Corp.
5862,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUPLLC -SERIESXXV,60618,Yellow Cab Association,Owner Manager
5904,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,SARDAR BAIG ENTERPRISES INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
2771,ACTIVE,TOYOTA,RAV4,2022,WHITE,Hybrid,FALSE,ADUFED CORPORATION,60640,Independent1,Owner-Operator
6256,ACTIVE,TOYOTA,CAMRY,2018,YELLOW,Hybrid,FALSE,ABU-ASSAF CORP,60641,Yellow Cab Association,Owner-Operator
5664,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,FALSE,SHAD EXPRESS INC.,60641,Yellow Cab Association,Owner Manager
6525,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,BHATTI TAXI INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
4503,ACTIVE,TOYOTA,SIENNA,2020,CREAM/GREEN,Gasoline,FALSE,ROAD RUNNER CAB CORP,60641,Checker Taxi Association Co.,Owner-Operator
3468,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,PATWA TAXI INC,60612,Independent1,Owner-Operator
822,ACTIVE,FORD,ESCAPE,2012,YELLOW,Hybrid,FALSE,"OWNER TRANSPORTATION, INC",60641,Yellow Cab Association,Owner-Operator
5885,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,FALSE,HEBRON TRANS INC,60630,Globe Taxi Association Inc,Owner Manager
4704,ACTIVE,TOYOTA,SIENNA,2023,YELLOW,Hybrid,TRUE,K ALLIANCE AND FORTUNE COMPANY,60641,Yellow Cab Association,Owner-Operator
6747,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP, LLC SERIES IV",60618,Yellow Cab Association,Owner Manager
3702,ACTIVE,TOYOTA,RAV4,2017,BLUE,Hybrid,FALSE,RAMA TAXI CORP.,60640,Independent1,Owner-Operator
5875,ACTIVE,TOYOTA,RAV4,2018,WHITE,Gasoline,FALSE,AMUNE HOLDING INC,60656,Flash Cab Co,Owner-Operator
3457,ACTIVE,TOYOTA,RAV4,2018,RED,Hybrid,FALSE,ELBA INC,60659,Independent1,Owner Manager
4475,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,YUSUF KHAN INC,60656,Flash Cab Co,Owner Manager
2134,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,FIRST CIVIC CORP,60656,Flash Cab Co,Owner Manager
1434,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,GSJ TAXI CO.,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
5084,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,CARE CAB COMPANY,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
2016,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,KAMM TRAVEL INC,60656,Flash Cab Co,Owner Manager
1654,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,TRUE,"APPIA K, INC",60659,City Service Taxi Association,Owner-Operator
5975,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Gasoline,FALSE,DEARIT KEREN INC,60630,Globe Taxi Association Inc,Owner-Operator
5273,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,5273 INC,60659,Independent1,Owner Manager
5519,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,WOLFGANG'S CAB CO.,60647,Flash Cab Co,Chicago Taxicab Management Inc.
5001,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,FALSE,JOTI CAB COMPANY,60646,Blue Ribbon Assn Inc,Owner Manager
3370,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,JOTI CAB COMPANY,60646,Blue Ribbon Assn Inc,Owner Manager
3906,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,HIMALAYA CORP,60659,City Service Taxi Association,Owner-Operator
6268,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,FALSE,AMQ ENTERPRISES INC,60656,Flash Cab Co,Owner-Operator
1731,ACTIVE,TOYOTA,RAV4,2024,SILVER,Hybrid,FALSE,KPOOKEKE  INC,60645,Independent1,Owner-Operator
5815,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,FALSE,COREY CAB CO,60656,Flash Cab Co,Chicago Taxicab Management Inc.
6952,ACTIVE,TOYOTA,SIENNA,2021,WHITE,Hybrid,TRUE,AKYOU CORPORATION,60656,Flash Cab Co,Owner-Operator
6276,ACTIVE,TOYOTA,SIENNA,2019,CREAM/BLUE,Gasoline,TRUE,N & Y INC.,60641,Blue Diamond Taxi Affil Inc,Owner Manager
2591,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,A AND S CAB COMPANY,60647,Globe Taxi Association Inc,Chicago Taxicab Management Inc.
6280,ACTIVE,TOYOTA,CAMRY,2020,BLACK,Hybrid,FALSE,SAYES TAXI INC,60612,Independent1,Owner-Operator
4369,ACTIVE,TOYOTA,SIENNA,2021,YELLOW,Hybrid,FALSE,OGO ENTERPRISES LLC,60641,Yellow Cab Association,Owner-Operator
5866,ACTIVE,TOYOTA,COROLLA,2023,WHITE,Gasoline,FALSE,HIRJEE LLC,60630,Globe Taxi Association Inc,Owner-Operator
6589,ACTIVE,TOYOTA,CAMRY,2018,WHITE,Hybrid,FALSE,TARAR MOTORS INC,60659,City Service Taxi Association,Owner Manager
3091,ACTIVE,TOYOTA,RAV4,2024,GRAY/WHITE,Hybrid,FALSE,SAAT CORP,60645,Choice Taxi Association Inc,Owner-Operator
4918,ACTIVE,FORD,ESCAPE,2012,BLUE,Hybrid,FALSE,EMMAGENE ENT INC,60626,Independent1,Owner-Operator
6524,ACTIVE,TOYOTA,CAMRY,2013,GRAY/WHITE,Hybrid,FALSE,"SENAYT CAB, CO.",60626,Choice Taxi Association Inc,Owner Manager
2048,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,NORTH STARS TAXI INC,60630,Globe Taxi Association Inc,Owner Manager
1120,ACTIVE,TOYOTA,RAV4,2021,YELLOW,Hybrid,FALSE,OKOROS INC,60641,Yellow Cab Association,Owner-Operator
5173,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,BENNANI TRANS INC,60659,Independent1,Owner-Operator
34,ACTIVE,TOYOTA,HIGHLANDER,2019,YELLOW,Gasoline,FALSE,DOUMB CAB CO,60641,Yellow Cab Association,Owner-Operator
6636,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,TRUE,"EAGLE TAXI, INC.",60656,Flash Cab Co,Owner Manager
1187,ACTIVE,TOYOTA,RAV4,2023,BLUE/WHITE,Hybrid,FALSE,KA TAXICAB CO,60641,Sun Taxi Association Inc,Owner Manager
363,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 31 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
1677,ACTIVE,TOYOTA,HIGHLANDER,2023,CREAM/BLUE,Gasoline,FALSE,KCR & F TRANSPORTATION INC,60641,Blue Diamond Taxi Affil Inc,Owner-Operator
2118,ACTIVE,TOYOTA,RAV4,2016,WHITE,Hybrid,FALSE,LUCKY TAXICAB INC,60659,City Service Taxi Association,Owner-Operator
6443,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,"WALAD, INC.",60656,Flash Cab Co,Owner Manager
3043,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,"WADOOD, INC",60640,Flash Cab Co,Owner Manager
9,ACTIVE,TOYOTA,CAMRY,2018,YELLOW,Hybrid,FALSE,SAFI TAXI III INC,60641,Yellow Cab Association,Owner Manager
5016,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,SAM & J TRANS INC,60641,Sun Taxi Association Inc,Owner-Operator
6700,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,TRUE,JACARL LLC,60612,Independent1,Owner-Operator
901,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 36 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
6283,ACTIVE,FORD,ESCAPE,2012,WHITE/BLACK/STRIPES,Hybrid,FALSE,"DELOTS, INC",60612,Independent1,Owner-Operator
1444,ACTIVE,HONDA,CRV,2023,BLUE/WHITE,Hybrid,FALSE,BADJILMA TOMBOOUDA,60660,Sun Taxi Association Inc,Owner-Operator
688,ACTIVE,TOYOTA,SIENNA,2019,YELLOW,Gasoline,TRUE,QUOMASS INC,60641,Yellow Cab Association,Owner Manager
2354,ACTIVE,TOYOTA,COROLLA,2018,WHITE/BLACK/STRIPES,Gasoline,FALSE,DOLPHIN CAB INC,60659,Independent1,Owner-Operator
865,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,FALSE,NECT 35 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
2328,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,MENDEFERA CAB INC,60641,Sun Taxi Association Inc,Owner Manager
3668,ACTIVE,TOYOTA,SIENNA,2018,YELLOW,Gasoline,TRUE,SHARFI CORP.,60641,Yellow Cab Association,Owner-Operator
6488,ACTIVE,TOYOTA,COROLLA,2019,WHITE,Gasoline,FALSE,ZUHA TAXI CORP,60659,INDEPENDENT4,Owner-Operator
2736,ACTIVE,VPG,MV-1,2014,YELLOW,Gasoline,TRUE,"TAXI MEDALLION GROUP,LLC SERIES VII",60618,Yellow Cab Association,Owner Manager
804,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,M & M ONE INVESTMENT CORP,60656,Flash Cab Co,Owner-Operator
3443,ACTIVE,TOYOTA,CAMRY,2019,BLUE/WHITE,Hybrid,FALSE,J J CHICAGO INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
4687,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,FALSE,CARAVAN CAB CO,60641,Yellow Cab Association,Owner-Operator
515,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,TASEP LLC,60612,Independent1,Owner Manager
1457,ACTIVE,TOYOTA,SIENNA,2018,WHITE/BLUE/STRIPES,Gasoline,TRUE,CHAND CAB CO,60646,Blue Ribbon Assn Inc,Owner Manager
885,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 35 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
6208,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,"FOULANI, INC",60659,City Service Taxi Association,Owner Manager
6699,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,KARACHI CAB INC,60656,Flash Cab Co,Owner Manager
5781,ACTIVE,TOYOTA,CAMRY,2017,DARK GREEN,Gasoline,FALSE,ABI'S TRANSPORTATION LLC,60612,Independent1,Owner Manager
2133,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHICAB ONE INC,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
631,ACTIVE,TOYOTA,RAV4,2021,WHITE,Hybrid,FALSE,AKKAD CORP.,60659,Independent1,Owner-Operator
6323,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,FALSE,OYIME INVESTMENT CORPORATION,60641,Yellow Cab Association,Owner-Operator
5474,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,TRUE,EL MASHY LLC,60612,Independent1,Owner-Operator
5485,ACTIVE,KIA,RIO,2018,WHITE,Gasoline,FALSE,"HAYELOM TRANS, INC.",60659,City Service Taxi Association,Owner-Operator
5281,ACTIVE,TOYOTA,CAMRY,2016,GOLD,Hybrid,FALSE,BAHAYLAY INC,60660,INDEPENDENT4,Owner-Operator
6348,ACTIVE,FORD,FUSION,2012,BLACK,Hybrid,FALSE,MAZ INC. CORP.,60638,Independent1,Owner-Operator
1465,ACTIVE,TOYOTA,COROLLA,2021,WHITE,Hybrid,FALSE,RAYAAN CORP,60656,Flash Cab Co,Owner Manager
3556,ACTIVE,CHEVROLET,IMPALA,2011,BLACK/WHITE,Flex Fuel,FALSE,RODNEY ANDREWS,60619,Independent1,Owner-Operator
5566,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP, LLC SERIES 30",60618,Yellow Cab Association,Owner Manager
6411,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,HIIRAN CAB INC,60659,Flash Cab Co,Owner-Operator
3823,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,PRIME WHEELS LLC,60656,Flash Cab Co,Owner Manager
5469,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,FALSE,MARGOT TAXI INC,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
6404,ACTIVE,TOYOTA,PRIUS,2016,ORANGE,Hybrid,FALSE,BES CAB SERVICE INC.,60641,WOLLEY TAXI,Owner-Operator
984,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 39 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
6414,ACTIVE,TOYOTA,CAMRY,2019,YELLOW,Hybrid,FALSE,AKARAKA TRANSPORT INC.,60641,Yellow Cab Association,Owner-Operator
6415,ACTIVE,TOYOTA,CAMRY,2020,BLUE/WHITE,Hybrid,FALSE,SISAY CORPORATION,60641,Sun Taxi Association Inc,Owner-Operator
6341,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,FALSE,AYYOUB & JAMEEL CORP.,60641,Yellow Cab Association,Owner-Operator
6432,ACTIVE,TOYOTA,RAV4,2021,WHITE,Hybrid,FALSE,TSM TAXI INC,60659,City Service Taxi Association,Owner-Operator
6453,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,PRINCE TAXI CORP,60656,Flash Cab Co,Owner Manager
1934,ACTIVE,TOYOTA,RAV4,2017,WHITE/BLACK/STRIPES,Hybrid,FALSE,"WARSAME TRANS, INC",60656,Independent1,Owner-Operator
4106,ACTIVE,FORD,ESCAPE,2011,GREEN,Hybrid,FALSE,CORNELL INC II,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
1473,ACTIVE,TOYOTA,SIENNA,2017,YELLOW,Gasoline,FALSE,PAPA AUTO LLC,60626,Yellow Cab Association,Owner-Operator
6513,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP, LLC-SERIES 34",60618,Yellow Cab Association,Owner Manager
1812,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,GEMINI CAB INC.,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
359,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,FALSE,NECT 31 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
5371,ACTIVE,TOYOTA,PRIUS,2012,GREEN,Hybrid,FALSE,GEMINI CAB INC.,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
356,ACTIVE,TOYOTA,PRIUS,2015,GREEN,Hybrid,FALSE,TAURUS CAB INC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
43,ACTIVE,DODGE,CARAVAN,2016,GREEN,Flex Fuel,TRUE,NECT 30 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
1739,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,ISROLIZ CORPORATION,60618,Top Cab Association,Owner Manager
4104,ACTIVE,TOYOTA,CAMRY,2017,SILVER,Gasoline,FALSE,SHAMILEE CAB CO,60613,Independent1,Owner-Operator
981,ACTIVE,TOYOTA,CAMRY,2019,BLUE,Hybrid,FALSE,CHICAGO LEGEND TAXI INC,60617,Independent1,Owner Manager
6564,ACTIVE,TOYOTA,CAMRY,2015,YELLOW,Hybrid,FALSE,ELEGANCE EXPRESS INC,60641,Yellow Cab Association,Owner Manager
3278,ACTIVE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,FALSE,"LIYA TRANS, INC.",60645,Choice Taxi Association Inc,Owner-Operator
6550,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP, LLC-SERIES 34",60618,Yellow Cab Association,Owner Manager
6529,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,KAR 3415 CORP,60656,Flash Cab Co,Owner-Operator
1721,ACTIVE,TOYOTA,PRIUS,2015,WHITE/BLUE,Hybrid,FALSE,BAMYAN INC.,60645,Independent1,Owner-Operator
1347,ACTIVE,TOYOTA,CAMRY,2018,WHITE,Hybrid,FALSE,"FAM4, INC",60659,City Service Taxi Association,Owner Manager
6587,ACTIVE,TOYOTA,RAV4,2021,GRAY,Hybrid,FALSE,"HABEN, INC",60659,Independent1,Owner-Operator
6733,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 35,60618,Yellow Cab Association,Owner Manager
6731,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP, LLC-SERIES 34",60618,Yellow Cab Association,Owner Manager
6590,ACTIVE,TOYOTA,PRIUS,2009,WHITE,Hybrid,FALSE,NORTH SHORE CAB INC.,60659,Independent1,Owner-Operator
6600,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,RIDWAN ENTERPRISES INC.,60641,Yellow Cab Association,Owner Manager
682,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,J.Q. TAXI CORP.,60641,Yellow Cab Association,Owner-Operator
6738,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC - SERIES 36,60618,Yellow Cab Association,Owner Manager
6735,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 35,60618,Yellow Cab Association,Owner Manager
6764,ACTIVE,TOYOTA,SIENNA,2015,YELLOW,Gasoline,FALSE,MANASSEH INC.,60641,Yellow Cab Association,Owner-Operator
1316,ACTIVE,TOYOTA,RAV4,2017,WHITE,Gasoline,FALSE,BHEROSAW CAB CORP,60613,Independent1,Owner-Operator
6826,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 38,60618,Yellow Cab Association,Owner Manager
831,ACTIVE,TOYOTA,SIENNA,2016,YELLOW,Gasoline,TRUE,ONAAB INC,60641,Yellow Cab Association,Owner-Operator
6915,ACTIVE,TOYOTA,SIENNA,2023,YELLOW,Gasoline,TRUE,CLEMENT INC.,60641,Yellow Cab Association,Owner-Operator
6803,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 38,60618,Yellow Cab Association,Owner Manager
692,ACTIVE,TOYOTA,CAMRY,2019,BLUE/WHITE,Gasoline,FALSE,"KOBBY TRANS, INC",60641,Sun Taxi Association Inc,Owner-Operator
697,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 32 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
690,ACTIVE,TOYOTA,CAMRY,2023,WHITE,Hybrid,FALSE,"YEMKEM, INC",60659,City Service Taxi Association,Owner-Operator
6,ACTIVE,TOYOTA,CAMRY,2021,YELLOW,Hybrid,FALSE,SAFI TAXI II INC,60641,Yellow Cab Association,Owner Manager
6122,ACTIVE,TOYOTA,PRIUS,2016,WHITE/BLACK,Gasoline,FALSE,USMAN TRANSIT INCORPORATION,60656,Independent1,Owner-Operator
693,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,FALSE,PRIME TAXI CORP.,60641,Sun Taxi Association Inc,Owner Manager
726,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,W.A.V. EXPRESS INC,60659,Independent1,Owner Manager
872,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP,LLC-SERIESXXI",60618,Yellow Cab Association,Owner Manager
4904,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,JOLY CAB CO,60656,Flash Cab Co,Owner-Operator
856,ACTIVE,FORD,ESCAPE,2010,WHITE,Hybrid,FALSE,A&U TRANSIT CORP.,60612,Independent1,Owner-Operator
867,ACTIVE,TOYOTA,CAMRY,2019,YELLOW,Hybrid,FALSE,GSI TRAVELS CORP.,60641,Yellow Cab Association,Owner-Operator
825,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 34 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
4878,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,3AS TAXI INC,60630,Globe Taxi Association Inc,Owner-Operator
861,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 34 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
749,ACTIVE,TOYOTA,RAV4,2018,YELLOW,Hybrid,FALSE,P J & TECO CORP,60641,Yellow Cab Association,Owner-Operator
846,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,FALSE,NECT 34 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
2570,ACTIVE,TOYOTA,RAV4,2017,GRAY/WHITE,Hybrid,FALSE,DABAT CAB INC.,60645,Choice Taxi Association Inc,Owner Manager
6442,ACTIVE,TOYOTA,CAMRY,2022,WHITE/BLUE/STRIPES,Hybrid,FALSE,S A H I 6442 TAXI INC,60646,Blue Ribbon Assn Inc,Owner-Operator
6252,ACTIVE,FORD,ESCAPE,2011,GREEN,Hybrid,FALSE,NECT 8 INC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
102,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHITOWN CAB INC. #IV,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
3420,ACTIVE,FORD,FUSION,2012,WHITE,Hybrid,FALSE,COONS CAB COMPANY,60647,Flash Cab Co,Chicago Taxicab Management Inc.
5870,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,G S M TAXI CORP,60630,Globe Taxi Association Inc,Owner-Operator
1025,ACTIVE,TOYOTA,RAV4,2019,BLUE/WHITE,Hybrid,FALSE,PRIME TAXI CORP.,60641,Sun Taxi Association Inc,Owner Manager
6026,ACTIVE,TOYOTA,CAMRY,2022,WHITE,Gasoline,FALSE,LOGAN SQUARE TRANSPORTATION CORP,60656,Flash Cab Co,Owner-Operator
99,ACTIVE,NISSAN,ALTIMA,2015,WHITE,Gasoline,FALSE,BAARRI TAXI INC,60656,Flash Cab Co,Owner-Operator
6739,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC - SERIES 36,60618,Yellow Cab Association,Owner Manager
6447,ACTIVE,VPG,MV-1,2016,YELLOW,Gasoline,TRUE,AWISE INC,60641,Yellow Cab Association,Owner-Operator
3514,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,NEW DIAMOND JUBILEE INC,60659,City Service Taxi Association,Owner Manager
5660,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,SARAH ENTERPRISES,60656,Flash Cab Co,Owner Manager
2173,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,IMAGE EXPRESS INC,60656,Flash Cab Co,Owner Manager
464,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,FALSE,MALTA CAB CORP,60618,Top Cab Association,Top Cab Corp.
4443,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,IMAGIN CAB CORP,60656,Flash Cab Co,Owner Manager
4776,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,FALSE,GEMINI TAXI CORP,60618,Top Cab Association,Top Cab Corp.
3247,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,FALSE,AAN TRANS INC,60659,City Service Taxi Association,Owner Manager
6234,ACTIVE,TOYOTA,PRIUS,2018,GRAY,Hybrid,FALSE,KIDANE MEHRET LTD,60640,Independent1,Owner-Operator
4543,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,KING CHICAGO INC,60656,Flash Cab Co,Owner Manager
5610,ACTIVE,TOYOTA,SIENNA,2017,WHITE/BLACK/STRIPES,Gasoline,FALSE,AMONICUS UNIVERSAL INC,60612,Independent1,Owner-Operator
565,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,SABA 90 INC,60656,Flash Cab Co,Owner Manager
3302,ACTIVE,TOYOTA,SIENNA,2021,WHITE,Hybrid,FALSE,NAFIM MAHIM TRANS INC,60656,Flash Cab Co,Owner-Operator
5920,ACTIVE,TOYOTA,RAV4,2020,GRAY/WHITE,Hybrid,FALSE,SAWA TAXI CORP,60645,Choice Taxi Association Inc,Owner Manager
3068,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,"AL-BASHA TRANS, INC",60659,Independent1,Owner-Operator
6277,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,KAHIN CORP,60656,Flash Cab Co,Owner Manager
848,ACTIVE,TOYOTA,PRIUS,2015,WHITE/BLACK,Hybrid,FALSE,CHI AIRPORTS LANDFLIGHT INC.,60612,Independent1,Owner-Operator
4712,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,FALSE,"EDDY & JUSTINA TRANS, INC.",60659,City Service Taxi Association,Owner-Operator
2910,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,FALSE,"TAXI MEDALLION GROUP,LLC-SERIESXXI",60618,Yellow Cab Association,Owner Manager
141,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,FALSE,ABBAS & FAWZIA CORPORATION,60656,Flash Cab Co,Owner-Operator
2318,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,J J CHICAGO INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
2739,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,DARLING CAB CO,60641,Sun Taxi Association Inc,Owner Manager
4727,ACTIVE,TOYOTA,SIENNA,2017,WHITE,Gasoline,TRUE,KOUROU TAXI CO,60653,City Service Taxi Association,Owner-Operator
